numero_pedido,cliente,direccion,latitud,longitud,peso_kg
SC146816,Ana Fernández,"Av. San Martín 360, Lomas de Zamora",-34.55429309888769,-58.36097921570876,91
SC526148,Valentina García,"Av. La Plata 6907, Morón",-34.552438923411096,-58.434527835669755,72
SC713815,Pedro Martínez,"Av. Independencia 4915, La Matanza",-34.64841578572662,-58.51064050195971,80
SC116202,María Fernández,"Av. Cabildo 9775, Quilmes",-34.62187508684807,-58.48126752208516,66
SC839680,Luis Díaz,"Av. Juan B. Justo 3600, Avellaneda",-34.54981879749713,-58.36686798847383,50
SC221290,Pedro García,"Av. La Plata 6502, Lomas de Zamora",-34.553801254033644,-58.4156203103425,52
SC776551,Luis Pérez,"Av. Independencia 2459, San Martín",-34.51953990840223,-58.50108207072173,70
SC542032,Laura García,"Av. Cabildo 7998, Berazategui",-34.65858742065055,-58.54217166988953,98
SC649269,Pedro Rodríguez,"Av. San Martín 6905, Vicente López",-34.52609965634444,-58.39992101156531,99
SC289927,Carlos Torres,"Av. Rivadavia 4329, Avellaneda",-34.69342083002653,-58.40526312931195,90
SC132496,Luis Fernández,"Av. La Plata 4174, San Martín",-34.620086703953184,-58.419633822771715,100
SC672304,Laura Gómez,"Av. Libertador 6680, La Matanza",-34.63302145433546,-58.47088416414012,94
SC107653,Valentina Rodríguez,"Av. Cabildo 339, Berazategui",-34.674546196347215,-58.4864771848052,54
SC650646,Ana Díaz,"Av. Santa Fe 800, La Matanza",-34.51452535411416,-58.5085394184853,76
SC498843,Diego García,"Av. Corrientes 1086, San Martín",-34.525983182077745,-58.44202167058745,88
SC967941,Valentina García,"Av. Corrientes 2636, San Isidro",-34.634488419036714,-58.48091160015084,77
SC924328,María Díaz,"Av. Santa Fe 7860, Vicente López",-34.50244091905972,-58.549006906937215,91
SC727517,Pedro Gómez,"Av. Juan B. Justo 6244, La Matanza",-34.64164603988572,-58.379754339121874,51
SC883645,Pedro Gómez,"Av. Cabildo 8177, San Isidro",-34.605914813954726,-58.400087555935,60
SC350799,Diego Torres,"Av. Rivadavia 6922, Avellaneda",-34.658593701081905,-58.47023618935853,77
SC983143,Laura Martínez,"Av. Libertador 8445, Lomas de Zamora",-34.50138303019769,-58.48095112172938,83
SC514576,Valentina Martínez,"Av. Corrientes 9263, Lomas de Zamora",-34.61630150301275,-58.4302370295716,61
SC911988,María Martínez,"Av. Corrientes 7739, San Martín",-34.52121329312843,-58.51009080739953,92
SC550833,María Gómez,"Av. Corrientes 922, Lomas de Zamora",-34.593674539929545,-58.460128383768016,95
SC328507,Carlos Pérez,"Av. Cabildo 1498, Tigre",-34.57101599631422,-58.50331088686568,55
SC117195,Laura Martínez,"Av. Juan B. Justo 3824, Quilmes",-34.652973750305556,-58.37034690464244,100
SC992315,Ana Torres,"Av. Rivadavia 4245, Morón",-34.683034548977844,-58.40659140177262,78
SC335002,Diego Martínez,"Av. Cabildo 2844, Berazategui",-34.580065284566544,-58.53087333350578,55
SC437081,Laura Díaz,"Av. Libertador 138, Vicente López",-34.61917792799273,-58.41427127196669,84
SC919469,Juan López,"Av. Belgrano 4249, San Martín",-34.66250500369392,-58.51481806691639,98
SC891347,Valentina García,"Av. Rivadavia 2917, Avellaneda",-34.568551185054176,-58.367097225064896,55
SC303819,Laura García,"Av. Belgrano 9079, Avellaneda",-34.56680548159502,-58.42517575839885,74
SC504153,Luis Martínez,"Av. La Plata 1613, San Isidro",-34.643016283111955,-58.52391619580895,72
SC315588,Carlos Rodríguez,"Av. Libertador 4906, Avellaneda",-34.5105947253423,-58.38793750881781,67
SC212771,Laura Martínez,"Av. Juan B. Justo 8340, Quilmes",-34.62209858519529,-58.53101116135273,61
SC379979,Valentina Díaz,"Av. Santa Fe 1312, Morón",-34.68317019801394,-58.37311806273896,78
SC157399,Valentina López,"Av. Belgrano 484, Tigre",-34.62774374990774,-58.49921388049808,95
SC497489,Diego Torres,"Av. Cabildo 7410, Berazategui",-34.662043578009985,-58.44393169992981,88
SC108870,Laura Torres,"Av. La Plata 5422, Morón",-34.52451733909555,-58.456906035602636,70
SC621334,María Martínez,"Av. San Martín 5327, Berazategui",-34.56446955499301,-58.54098834674028,91
SC918150,Diego Sánchez,"Av. Libertador 5720, Lomas de Zamora",-34.524214909806545,-58.366230616113576,77
SC508298,Carlos Sánchez,"Av. Belgrano 690, Avellaneda",-34.64344090500151,-58.47684564485416,59
SC288323,Diego Sánchez,"Av. Independencia 3327, Quilmes",-34.625173592752425,-58.46006802195992,92
SC144674,Sofía García,"Av. Rivadavia 1064, Berazategui",-34.612158156703586,-58.50556409657093,91
SC863190,Laura Torres,"Av. Libertador 2309, Tigre",-34.616977502017185,-58.38817942828333,99
SC295449,Carlos García,"Av. Libertador 188, Avellaneda",-34.68418114391719,-58.4374032474676,63
SC494338,Pedro Rodríguez,"Av. Santa Fe 3594, Lomas de Zamora",-34.51871386697989,-58.53529761241808,58
SC853529,Luis García,"Av. La Plata 231, San Martín",-34.61408889552983,-58.51485758059899,85
SC428414,Diego Pérez,"Av. San Martín 5827, La Matanza",-34.5188441585661,-58.489488407800295,89
SC946609,María Díaz,"Av. Cabildo 5762, Vicente López",-34.65546023444411,-58.43986023189564,60
SC629185,Luis Pérez,"Av. Cabildo 101, San Isidro",-34.524783409492606,-58.440792657693855,80
SC992643,Valentina Martínez,"Av. Independencia 5815, Avellaneda",-34.5389295830859,-58.35481973960093,74
SC862040,Carlos Fernández,"Av. Cabildo 3360, San Isidro",-34.663369733741995,-58.36788861151165,90
SC114695,Juan Fernández,"Av. Belgrano 9631, Berazategui",-34.62165797672927,-58.423286662599224,77
SC644617,Valentina Rodríguez,"Av. San Martín 8116, Quilmes",-34.54457271000931,-58.45304648577327,86
SC243571,Carlos López,"Av. Santa Fe 7718, Vicente López",-34.6476452809945,-58.54627636329779,59
SC785756,Luis García,"Av. Juan B. Justo 9957, Lomas de Zamora",-34.596891999810865,-58.460263369454,58
SC146691,Sofía López,"Av. Rivadavia 624, Lomas de Zamora",-34.67354139766635,-58.374651506587675,50
SC563813,Diego Rodríguez,"Av. Rivadavia 6359, Tigre",-34.684288558057155,-58.3687682366324,99
SC852238,Luis Fernández,"Av. Belgrano 4808, San Martín",-34.58510615130785,-58.508718733442,75
SC148572,Sofía García,"Av. Libertador 8752, Quilmes",-34.65673711195227,-58.39696076752909,91
SC523405,Valentina Fernández,"Av. Libertador 9206, Lomas de Zamora",-34.58877715932729,-58.527481742562074,97
SC743235,Valentina Gómez,"Av. Santa Fe 7238, Lomas de Zamora",-34.67994320164595,-58.422715405602744,87
SC171452,Laura Gómez,"Av. Cabildo 2142, La Matanza",-34.56993388142703,-58.36076235283807,94
SC721201,Laura Rodríguez,"Av. Rivadavia 4011, Avellaneda",-34.66489798500179,-58.44192198238576,53
SC809169,María Pérez,"Av. Juan B. Justo 7691, La Matanza",-34.57194367111366,-58.49926567392559,79
SC691551,Laura Pérez,"Av. Corrientes 517, Morón",-34.692710986306565,-58.408325164355354,80
SC333419,María Martínez,"Av. Santa Fe 3884, Vicente López",-34.685202909293714,-58.52489141904424,76
SC627093,Valentina Sánchez,"Av. La Plata 1896, Lomas de Zamora",-34.67416300159642,-58.476635357120706,75
SC797935,Sofía Fernández,"Av. San Martín 661, La Matanza",-34.65981009012646,-58.400589924848795,69
SC896128,Juan Martínez,"Av. Belgrano 9065, Avellaneda",-34.68738924477262,-58.47338206757358,60
SC404378,María López,"Av. Belgrano 755, La Matanza",-34.65632150069277,-58.381782886840405,92
SC685444,Laura Fernández,"Av. Cabildo 1509, La Matanza",-34.64066928505922,-58.52580646474123,89
SC605251,Pedro Torres,"Av. La Plata 5355, Berazategui",-34.688655253437666,-58.546870762607746,69
SC916295,Carlos Martínez,"Av. Rivadavia 5983, Vicente López",-34.63039224535323,-58.52045890405427,69
SC649243,Juan Torres,"Av. Corrientes 7281, Morón",-34.5279142128859,-58.3617963709781,79
SC980659,Carlos Pérez,"Av. Rivadavia 1816, Tigre",-34.562176057345475,-58.445016073539804,50
SC676970,María Díaz,"Av. Rivadavia 3320, La Matanza",-34.63912280420269,-58.50000760597617,82
SC434955,María Díaz,"Av. Rivadavia 3013, Tigre",-34.66310879790798,-58.42623516616431,62
SC535300,Carlos García,"Av. Santa Fe 2616, Lomas de Zamora",-34.57190374666378,-58.40211198754683,85
SC596020,Valentina Gómez,"Av. Santa Fe 9117, Quilmes",-34.50519269398113,-58.38774368069161,94
SC701226,Valentina Sánchez,"Av. Juan B. Justo 4069, Tigre",-34.55712658725969,-58.39220674172998,91
SC729776,Ana Díaz,"Av. Cabildo 4847, Vicente López",-34.69087209915067,-58.351046565625275,75
SC960794,Laura Gómez,"Av. Rivadavia 4077, Tigre",-34.663361112272284,-58.46155244008802,54
SC722993,Carlos Pérez,"Av. Juan B. Justo 5529, Vicente López",-34.67528247174886,-58.44454650811954,67
SC988963,Ana García,"Av. Rivadavia 6178, Avellaneda",-34.55963765597729,-58.53958284446681,50
SC757392,María Rodríguez,"Av. La Plata 7810, Tigre",-34.68624628685766,-58.37741125215464,96
SC212847,Luis Rodríguez,"Av. Rivadavia 4552, Lomas de Zamora",-34.65641759313081,-58.40329166023984,78
SC779265,Laura Pérez,"Av. La Plata 347, Quilmes",-34.583535335177345,-58.516851223357364,81
SC168406,Sofía Gómez,"Av. Cabildo 6750, Avellaneda",-34.51384178939166,-58.46120959876012,79
SC920837,Juan García,"Av. Santa Fe 316, Avellaneda",-34.50300511096881,-58.46999189625722,81
SC474461,Valentina García,"Av. Rivadavia 1382, Tigre",-34.662428054336246,-58.4454548723238,91
SC155990,María Fernández,"Av. San Martín 3085, Vicente López",-34.58376669801784,-58.3850917122734,81
SC860691,Sofía Pérez,"Av. Corrientes 7177, Vicente López",-34.642449431712144,-58.43855223798875,68
SC720770,Laura Rodríguez,"Av. Juan B. Justo 9012, Avellaneda",-34.62615525821765,-58.450665648554754,98
SC301024,Sofía Torres,"Av. La Plata 3046, Tigre",-34.527342548002274,-58.422660389461505,69
SC998159,Carlos Martínez,"Av. La Plata 7248, Tigre",-34.55415607620921,-58.365577707312674,53
SC296082,Diego Pérez,"Av. Independencia 8185, Vicente López",-34.64839385411209,-58.36146628702761,94
SC975917,Luis García,"Av. San Martín 2025, La Matanza",-34.651727394460686,-58.520562608345784,100
SC635477,Ana Sánchez,"Av. Rivadavia 9190, Tigre",-34.6396643139694,-58.483672393541795,92
SC198817,Diego Fernández,"Av. San Martín 2068, Quilmes",-34.5273783493787,-58.42438628920331,52
SC653584,Pedro Sánchez,"Av. La Plata 7949, San Isidro",-34.585006392286424,-58.49751311292479,71
SC436687,Valentina Gómez,"Av. Juan B. Justo 8396, Avellaneda",-34.529843195259446,-58.43341077050939,57
SC495128,Luis Fernández,"Av. Santa Fe 6273, Morón",-34.67000785079686,-58.53048719504093,96
SC625759,Luis Martínez,"Av. Corrientes 1029, San Isidro",-34.60858776980559,-58.50322898445819,90
SC839278,Pedro Rodríguez,"Av. Santa Fe 9607, Vicente López",-34.56074271735185,-58.477858512921166,57
SC991574,Laura Díaz,"Av. Santa Fe 956, Quilmes",-34.62704675783099,-58.52500064068366,52
SC190569,Juan Rodríguez,"Av. Libertador 3667, Berazategui",-34.655672071024725,-58.54746120734618,61
SC748486,Luis García,"Av. Belgrano 3911, Tigre",-34.527856722278074,-58.36232897355667,51
SC519375,Laura Díaz,"Av. La Plata 9271, Tigre",-34.65704889871115,-58.52367178740941,95
SC240402,María Martínez,"Av. La Plata 3726, Tigre",-34.60712145851621,-58.417404401413144,86
SC177679,Ana Sánchez,"Av. Belgrano 4190, Tigre",-34.62778678235396,-58.543039875575374,61
SC986684,Carlos Torres,"Av. Corrientes 5463, Morón",-34.58219579952598,-58.35168693734029,91
SC968615,Juan Martínez,"Av. Independencia 8872, San Martín",-34.593936275896475,-58.403885685070655,100
SC220692,Juan García,"Av. Libertador 1840, Berazategui",-34.66909259858913,-58.368545663539194,66
SC338943,Juan Pérez,"Av. Independencia 6673, Vicente López",-34.54816916603049,-58.47605477178975,68
SC487829,Juan Díaz,"Av. La Plata 7137, Morón",-34.589291447700205,-58.383895523391054,50
SC143440,Ana Díaz,"Av. La Plata 7461, San Isidro",-34.534243928205306,-58.421918288905815,96
SC523866,Luis Fernández,"Av. Cabildo 260, Avellaneda",-34.570014763082945,-58.515808666568624,80
SC219413,María López,"Av. Belgrano 1859, Vicente López",-34.59389906533587,-58.42252660051788,63
SC319480,Diego Fernández,"Av. Rivadavia 5281, Vicente López",-34.51754416747999,-58.51827361622844,100
SC624779,Sofía García,"Av. Cabildo 475, Morón",-34.62893298776941,-58.468554513583456,98
SC969368,Juan Gómez,"Av. Rivadavia 1078, Morón",-34.632075642841095,-58.351104490238015,81
SC724842,Luis Gómez,"Av. Juan B. Justo 2006, Vicente López",-34.58537400841919,-58.507745571418255,91
SC355067,Valentina Pérez,"Av. Libertador 2116, Berazategui",-34.68765459130043,-58.53547923143936,99
SC175082,Sofía Gómez,"Av. San Martín 7497, Morón",-34.62647554453452,-58.49044151173537,76
SC474597,Ana García,"Av. Libertador 5028, Berazategui",-34.551874484610764,-58.38011860973222,90
SC155384,Luis Rodríguez,"Av. Libertador 5811, Morón",-34.549071875669895,-58.549096520529886,82
SC797079,Luis Martínez,"Av. Belgrano 6058, Berazategui",-34.549229759433054,-58.511849457524484,74
SC504593,Laura Martínez,"Av. Juan B. Justo 9227, Quilmes",-34.642465916154315,-58.48447948230451,52
SC913132,Laura Sánchez,"Av. La Plata 1250, Morón",-34.537858265952785,-58.484649431580294,79
SC124263,Sofía Martínez,"Av. Corrientes 3760, Avellaneda",-34.699938041313175,-58.371023907313734,70
SC683580,Ana Fernández,"Av. Santa Fe 1711, Quilmes",-34.61596985769426,-58.52160552533227,70
SC829065,Carlos Rodríguez,"Av. Corrientes 8852, Quilmes",-34.50327009569682,-58.482155495522136,66
SC715424,Luis García,"Av. San Martín 858, San Martín",-34.54912973588134,-58.47119090723789,60
SC715665,Sofía Torres,"Av. Corrientes 9726, Quilmes",-34.61396901832259,-58.49536790811237,61
SC772240,Luis Fernández,"Av. Santa Fe 2727, San Isidro",-34.57505494323603,-58.470998677591375,88
SC183200,Laura Sánchez,"Av. San Martín 9730, Morón",-34.567504519456094,-58.482803410452306,60
SC789868,Ana Díaz,"Av. San Martín 4840, La Matanza",-34.54308410550299,-58.38826440036351,85
SC672813,Pedro García,"Av. Cabildo 7757, Berazategui",-34.68247519585248,-58.452782516085456,87
SC450769,María Gómez,"Av. Cabildo 657, Vicente López",-34.650567019795695,-58.48249286828041,64
SC858935,Luis Sánchez,"Av. Libertador 6543, La Matanza",-34.57408668233811,-58.47360876944848,80
SC301044,Sofía García,"Av. Juan B. Justo 2966, San Isidro",-34.51395808612058,-58.46894478750665,70
SC343022,Ana Díaz,"Av. La Plata 2394, Berazategui",-34.59020456309465,-58.518060480026335,60
SC202303,Valentina García,"Av. Cabildo 9256, Morón",-34.54767935872202,-58.35529622965738,52
SC347992,Pedro Pérez,"Av. Rivadavia 4863, Berazategui",-34.530289186755425,-58.44570356209855,61
SC193634,Sofía Gómez,"Av. La Plata 6737, Tigre",-34.5365816123219,-58.360164050567924,87
SC696122,María Díaz,"Av. Santa Fe 3517, Tigre",-34.51352790447738,-58.43776777286121,76
SC258606,Sofía Pérez,"Av. Cabildo 1224, Vicente López",-34.61408168771216,-58.46709149639077,53
SC836137,Diego Sánchez,"Av. La Plata 6307, Morón",-34.65320833033729,-58.46424473239813,75
SC190729,Diego Torres,"Av. Independencia 6484, La Matanza",-34.64114798238233,-58.50234438421392,89
SC566613,Valentina Torres,"Av. Rivadavia 4658, Berazategui",-34.5795848837499,-58.352461663287606,76
SC803949,Valentina García,"Av. Cabildo 9901, San Isidro",-34.512810080650965,-58.47159004374185,67
SC496423,Laura Torres,"Av. Rivadavia 9785, San Isidro",-34.62759306259031,-58.390985702710246,77
SC226539,Sofía Rodríguez,"Av. San Martín 2897, Avellaneda",-34.609515028747644,-58.51385137254495,70
SC316521,Carlos Fernández,"Av. Corrientes 9973, La Matanza",-34.51189466473825,-58.45537570259768,70
SC648907,Luis Sánchez,"Av. Cabildo 8883, San Martín",-34.56930072648875,-58.45021195726355,58
SC506516,Ana Sánchez,"Av. Belgrano 6273, Avellaneda",-34.624781055287976,-58.41122790518336,93
SC804833,Laura Díaz,"Av. La Plata 8252, Berazategui",-34.645263505602884,-58.40970078288128,54
SC312214,Pedro Fernández,"Av. San Martín 2105, San Martín",-34.53006517475319,-58.516991390382195,73
SC278204,Laura Rodríguez,"Av. Independencia 1286, Tigre",-34.59103783958956,-58.38399423607122,70
SC796747,Luis Rodríguez,"Av. Cabildo 3343, Morón",-34.69566567007297,-58.44444965506889,99
SC622245,Valentina Díaz,"Av. Belgrano 2335, La Matanza",-34.57995620156846,-58.468191802561485,65
SC181683,Valentina Sánchez,"Av. Belgrano 2503, Avellaneda",-34.53541613858998,-58.427056090153705,80
SC914032,Juan Martínez,"Av. Santa Fe 5912, San Isidro",-34.65582457362589,-58.391722454373074,74
SC377416,Diego García,"Av. La Plata 1672, Avellaneda",-34.54459621389753,-58.3704017909935,81
SC280074,Carlos Torres,"Av. Santa Fe 7388, Tigre",-34.59426793465914,-58.359149662767315,69
SC777896,Juan López,"Av. Rivadavia 6727, Tigre",-34.55409665796478,-58.381909101742146,69
SC681702,Ana Martínez,"Av. Libertador 2680, La Matanza",-34.53843032269298,-58.415936792303526,91
SC955263,Diego Martínez,"Av. La Plata 9778, San Isidro",-34.55982473522326,-58.40630304765589,71
SC115630,María Sánchez,"Av. Juan B. Justo 333, San Martín",-34.66284614628063,-58.388117577817525,89
SC983368,Sofía García,"Av. Rivadavia 1753, San Isidro",-34.56334866699068,-58.35329532052198,97
SC163661,Ana Torres,"Av. San Martín 3379, Vicente López",-34.68662073556073,-58.384034658553915,67
SC815163,Sofía Rodríguez,"Av. Libertador 5363, La Matanza",-34.67800381447038,-58.39006635431667,70
SC218935,Juan Rodríguez,"Av. Santa Fe 7188, Quilmes",-34.61600806891431,-58.53493548715702,59
SC561945,Juan Martínez,"Av. Juan B. Justo 1828, San Isidro",-34.52648766345409,-58.40927328784676,99
SC776432,María Díaz,"Av. Corrientes 2814, Avellaneda",-34.52444215205331,-58.3612254435378,60
SC674458,Ana Rodríguez,"Av. Libertador 9403, Vicente López",-34.53732868819812,-58.535064333179555,62
SC834437,Pedro Martínez,"Av. Rivadavia 9675, Avellaneda",-34.62517318383082,-58.399679930174074,76
SC859653,Diego Gómez,"Av. La Plata 8562, La Matanza",-34.53171208952318,-58.47272232448204,100
SC968467,Pedro Torres,"Av. Corrientes 2992, San Martín",-34.68772347076421,-58.496034614306744,51
SC409037,Carlos Díaz,"Av. San Martín 862, Tigre",-34.50184834237848,-58.358203442068636,86
SC380319,Carlos Torres,"Av. Corrientes 4079, Morón",-34.684061316071286,-58.40727917147956,88
SC374959,Pedro Torres,"Av. Cabildo 6193, Lomas de Zamora",-34.520784693668304,-58.49574019614679,81
SC853095,Ana Díaz,"Av. Rivadavia 170, San Martín",-34.569789636584225,-58.432627488057534,53
SC598127,Pedro Martínez,"Av. Independencia 9296, Morón",-34.54090809817241,-58.42171342805267,51
SC585278,Sofía Pérez,"Av. Belgrano 9606, Vicente López",-34.52686751520733,-58.45063833330747,95
SC896663,Pedro García,"Av. Corrientes 7109, La Matanza",-34.67472441429111,-58.509627510719184,52
SC450178,Luis García,"Av. Libertador 8847, Vicente López",-34.53713632784686,-58.519646390598616,86
SC350421,Carlos Díaz,"Av. Santa Fe 4060, Lomas de Zamora",-34.68993165300757,-58.50551093923712,85
SC895719,Laura Fernández,"Av. Cabildo 3798, San Martín",-34.527745291550886,-58.50405257683085,84
SC545124,Luis Sánchez,"Av. Libertador 646, Lomas de Zamora",-34.65721192768125,-58.53795552313901,73
SC723112,Pedro Sánchez,"Av. Rivadavia 6436, La Matanza",-34.559032587572986,-58.46724414023305,69
SC420810,Sofía Gómez,"Av. Rivadavia 2881, Berazategui",-34.69550985844911,-58.373383901440135,85
SC190986,Diego Pérez,"Av. Cabildo 7041, San Isidro",-34.53297356741757,-58.40500994285791,67
SC292674,Sofía Fernández,"Av. Rivadavia 6272, Avellaneda",-34.58150204690561,-58.406577088043,76
SC719908,Pedro Pérez,"Av. Libertador 5765, Tigre",-34.55577998604279,-58.42665801442297,70
SC199428,Ana López,"Av. Cabildo 732, La Matanza",-34.587743338353484,-58.50633631479194,97
SC312023,Pedro Rodríguez,"Av. Belgrano 2152, San Martín",-34.616727310950985,-58.37487272015863,68
SC389396,Valentina Díaz,"Av. La Plata 7685, Morón",-34.533025647337794,-58.42095669947096,89
SC736875,Carlos Torres,"Av. Cabildo 8717, Quilmes",-34.60303327679271,-58.482352681797664,87
SC265725,Sofía López,"Av. Libertador 3258, Berazategui",-34.55905637739533,-58.44068177648257,79
SC179817,Valentina Gómez,"Av. Corrientes 6260, San Martín",-34.67634956360827,-58.525837622702866,79
SC107027,Sofía Díaz,"Av. Cabildo 3808, Tigre",-34.571815652983176,-58.45777698268455,76
SC384686,María Pérez,"Av. La Plata 4656, Vicente López",-34.67365463612337,-58.44729700963664,82
SC504867,María Gómez,"Av. Rivadavia 5255, San Martín",-34.533554204599476,-58.43113066120137,66
SC155896,Diego Gómez,"Av. Belgrano 2756, Lomas de Zamora",-34.58039945452848,-58.40102459952938,58
SC190233,María Díaz,"Av. Corrientes 7689, Berazategui",-34.60102205174197,-58.42247795561042,96
SC787196,María Gómez,"Av. Cabildo 2164, La Matanza",-34.53303080514829,-58.39031896161819,99
SC862917,María Díaz,"Av. Juan B. Justo 3970, Quilmes",-34.52560591037935,-58.51864487461894,58
SC918604,Carlos Sánchez,"Av. Belgrano 3393, Morón",-34.538500624435926,-58.44856619701319,96
SC180364,Sofía Rodríguez,"Av. Rivadavia 9447, La Matanza",-34.567828328257534,-58.53833194688988,79
SC685963,Diego Fernández,"Av. Independencia 3349, Lomas de Zamora",-34.531121445302546,-58.40408770378634,72
SC332130,Juan Gómez,"Av. Rivadavia 9123, Quilmes",-34.562884559423,-58.4954766992835,86
SC142638,Sofía Fernández,"Av. Santa Fe 1665, Quilmes",-34.61757925583125,-58.37133812470719,52
SC241512,Valentina Martínez,"Av. Rivadavia 350, Quilmes",-34.63185826641058,-58.51691679470801,62
SC977958,Carlos Sánchez,"Av. Juan B. Justo 9600, San Martín",-34.51747122652053,-58.43708000655553,81
SC853432,Ana Fernández,"Av. Libertador 9118, Vicente López",-34.574239548612645,-58.359163518730874,85
SC615956,Luis López,"Av. La Plata 6586, Vicente López",-34.63439068694255,-58.463249242524036,52
SC162336,Pedro García,"Av. La Plata 614, Tigre",-34.62965388961762,-58.52115232497545,53
SC637637,Sofía Martínez,"Av. Cabildo 5259, Vicente López",-34.51169985152294,-58.54624077116677,73
SC260025,Laura López,"Av. Libertador 2845, San Martín",-34.5576701589506,-58.40771106106025,76
SC843934,Sofía Díaz,"Av. Libertador 9851, Tigre",-34.697453908023284,-58.38548240100477,69
SC936185,Luis Torres,"Av. La Plata 5558, Quilmes",-34.68133769718037,-58.47502785387337,59
SC349448,María Gómez,"Av. Belgrano 1223, San Isidro",-34.520719494101385,-58.44844365196508,89
SC945212,Laura Martínez,"Av. Santa Fe 6314, San Isidro",-34.69003115167205,-58.36037299530026,66
SC799336,Luis Gómez,"Av. Libertador 7177, Lomas de Zamora",-34.51310430101907,-58.441336628001345,50
SC772464,Laura Pérez,"Av. Corrientes 2352, San Martín",-34.655429152548955,-58.41715116992962,53
SC440838,Carlos Pérez,"Av. Cabildo 4749, San Martín",-34.6922609438839,-58.40153166172674,59
SC823775,María García,"Av. La Plata 2357, La Matanza",-34.649897920452034,-58.37852607551222,74
SC703060,Laura Fernández,"Av. La Plata 9835, San Isidro",-34.66871437620583,-58.50169285493217,59
SC599920,Valentina Fernández,"Av. La Plata 6840, Avellaneda",-34.67158191884232,-58.39842243436862,82
SC274678,Pedro López,"Av. Libertador 9932, Avellaneda",-34.66459592718631,-58.541856854461926,97
SC881967,Sofía Sánchez,"Av. San Martín 1536, La Matanza",-34.505377104988966,-58.358473653482065,54
SC263883,Valentina Rodríguez,"Av. La Plata 6797, Quilmes",-34.646926061480464,-58.36241785295371,84
SC141102,Laura Rodríguez,"Av. Santa Fe 2490, Morón",-34.695008061205215,-58.53914177660138,68
SC736887,Carlos Gómez,"Av. Cabildo 8358, Lomas de Zamora",-34.675539090958544,-58.4452384811658,91
SC500446,Diego García,"Av. Juan B. Justo 6331, San Martín",-34.515328670339876,-58.391696106737605,86
SC964456,Ana Torres,"Av. Cabildo 9379, Vicente López",-34.628546340267114,-58.50805098343884,88
SC575270,Sofía Díaz,"Av. Independencia 9112, Quilmes",-34.62137562367398,-58.42442841602893,81
SC724934,Diego Gómez,"Av. La Plata 8561, Quilmes",-34.6915372656512,-58.49303052644204,99
SC133118,Valentina Torres,"Av. Cabildo 2137, Vicente López",-34.540856605141855,-58.53705644238456,96
SC864937,María Gómez,"Av. Independencia 639, Avellaneda",-34.626756105388765,-58.42118656823335,58
SC590462,Valentina Gómez,"Av. Santa Fe 1746, San Martín",-34.60406829205383,-58.50842564246068,68
SC205464,Juan Torres,"Av. Rivadavia 2399, Tigre",-34.64985884642173,-58.41940553048082,82
SC848165,Laura Martínez,"Av. Juan B. Justo 3590, San Martín",-34.66273090818933,-58.40574241509695,57
SC550043,Diego Díaz,"Av. Santa Fe 542, Tigre",-34.66070845438273,-58.531183259271074,72
SC468790,Carlos Díaz,"Av. Belgrano 3599, Avellaneda",-34.63042756906815,-58.47523462467143,63
SC228507,Sofía García,"Av. San Martín 9969, San Isidro",-34.593930327521505,-58.5160301916632,50
SC343819,Ana Sánchez,"Av. Independencia 2684, Vicente López",-34.66173955462405,-58.365127474571885,57
SC258616,Juan Pérez,"Av. Belgrano 3389, San Martín",-34.53521546938717,-58.41440129532537,58
SC433391,Luis Sánchez,"Av. San Martín 2766, La Matanza",-34.671695261513875,-58.36397408301596,77
SC890700,Sofía Rodríguez,"Av. Corrientes 8247, La Matanza",-34.50629008611534,-58.47988547511314,94
SC497441,Juan García,"Av. La Plata 3430, Lomas de Zamora",-34.5327022901321,-58.46696268284173,64
SC272027,Diego López,"Av. Santa Fe 4682, Lomas de Zamora",-34.51097684490162,-58.41765682562095,83
SC381917,Laura Gómez,"Av. Belgrano 9841, Vicente López",-34.54682438534702,-58.41855796775109,95
SC480023,Luis Sánchez,"Av. Juan B. Justo 6929, San Isidro",-34.527995140324464,-58.39453511288641,60
SC357110,Luis Pérez,"Av. Santa Fe 5851, Tigre",-34.6406188376042,-58.39813875936769,88
SC616507,Pedro Sánchez,"Av. Libertador 1781, Lomas de Zamora",-34.50004192415326,-58.41929460377829,65
SC503962,Pedro Torres,"Av. Juan B. Justo 3170, Tigre",-34.69539519006694,-58.47338866471257,55
SC968230,Valentina Sánchez,"Av. Cabildo 9077, San Martín",-34.667615101342335,-58.534136729001894,55
SC469824,Valentina Torres,"Av. San Martín 4699, Vicente López",-34.56960711287781,-58.35049667342477,82
SC857020,María Sánchez,"Av. Belgrano 9043, Avellaneda",-34.548272038228866,-58.445770520770836,79
SC576448,Valentina Fernández,"Av. La Plata 7203, La Matanza",-34.65826862955013,-58.49080251888872,95
SC607633,Laura López,"Av. Rivadavia 9285, Avellaneda",-34.53950596886297,-58.40129314141429,87
SC311640,Ana Díaz,"Av. San Martín 798, Vicente López",-34.664198464133435,-58.517604752806974,84
SC104514,Laura García,"Av. San Martín 1163, Berazategui",-34.54270747404963,-58.46827397058736,60
SC136415,María Rodríguez,"Av. Belgrano 3974, Avellaneda",-34.582438300177564,-58.40520586489413,97
SC666500,Carlos Díaz,"Av. Independencia 7110, Tigre",-34.629515948295264,-58.440421094936156,70
